PM2.5
2.98
2.2
2.4
1.9
1.73
1.87
2.09
1.62
1.99
2.51
3.86
4.93
16.66
14.55
5.98
4.84
4.17
5.02
6.55
7.48
7.86
8.1
9.39
9.85
9.98
10.21
9.83
9.17
9.3
8.64
7.85
12.13
15.67
20.4
23.3
17.21
15.57
21.94
14.75
15.06
9.71
11.99
13.81
12.04
9.98
9.58
5.35
3.63
3.88
2.3
1.79
2.3
3.1
6.25
7.75
7.76
7.23
9.48
12.83
15.71
18.52
14.12
11.95
11.28
12.07
7.26
4.3
6.09
5.46
4.24
3.85
3.32
3.99
5.88
7.7
6.32
3.7
2.99
2.92
3.0
3.06
3.25
2.94
3.16
3.64
7.59
8.9
9.08
11.81
10.49
11.63
8.64
6.37
4.95
2.39
0.72
0.44
1.95
4.17
5.99
10.2
12.3
9.37
14.97
13.31
12.5
16.17
19.32
10.74
7.15
2.24
1.45
1.6
1.48
1.74
1.87
4.34
2.07
1.97
1.98
1.79
1.63
1.77
1.77
2.19
3.82
15.71
19.19
24.61
25.37
23.37
18.67
12.29
9.23
8.34
9.0
9.91
11.66
12.42
18.29
18.92
14.91
13.84
5.81
4.63
5.62
7.05
5.72
4.78
5.34
6.31
2.65
2.74
2.37
2.45
2.66
3.44
3.29
3.01
2.91
2.84
3.18
2.94
3.43
2.5
2.52
2.63
1.89
2.28
2.88
2.92
3.18
2.73
5.0
5.54
5.32
4.56
2.19
3.4
3.85
3.58
3.35
2.95
4.22
3.72
4.5
4.54
4.69
5.57
5.26
6.26
6.75
4.95
5.56
5.14
4.54
3.85
3.94
3.36
2.87
3.66
3.25
3.69
2.94
2.72
2.43
3.25
3.85
4.01
5.23
5.91
4.53
3.81
4.15
5.01
4.53
4.58
6.07
4.82
4.34
4.54
4.35
4.66
4.77
4.3
4.58
4.71
4.5
3.85
3.78
3.79
4.24
4.56
5.41
5.68
6.23
6.7
6.9
7.63
9.77
9.86
10.21
7.01
5.69
4.5
3.8
4.32
3.61
1.88
1.5
1.15
2.81
6.54
16.13
5.99
7.34
8.13
5.38
4.16
3.36
3.47
4.0
4.15
4.63
3.91
4.34
4.27
6.23
5.22
4.53
3.73
3.26
3.54
3.8
3.57
2.25
3.73
1.99
1.88
2.01
1.74
1.15
1.22
1.77
1.73
1.62
1.26
1.26
1.53
1.65
1.69
1.78
1.64
1.32
0.76
0.91
0.96
0.95
1.6
2.11
1.4
2.24
2.71
1.83
2.23
2.08
2.08
2.41
3.61
3.85
4.28
4.29
3.7
2.93
2.47
3.33
4.62
6.3
8.51
10.74
12.39
13.44
5.08
9.05
10.17
5.12
5.86
3.67
3.03
3.18
4.2
10.36
20.15
34.38
41.29
34.76
37.69
39.9
32.46
25.31
21.47
19.97
16.55
22.39
25.56
29.71
28.68
24.26
19.61
22.13
19.13
11.24
6.33
2.41
4.48
15.45
29.38
26.67
24.16
25.44
28.73
30.97
31.66
32.14
26.7
20.2
11.08
5.64
2.91
2.66
2.99
4.07
3.68
4.35
4.68
4.13
5.38
5.35
5.46
2.71
2.76
5.37
4.5
4.17
3.61
3.69
3.38
3.16
3.1
2.87
2.18
2.3
2.58
2.0
2.09
2.83
2.41
8.15
3.36
4.44
6.43
6.1
3.15
3.42
2.91
8.7
17.63
15.61
6.56
5.06
11.96
13.32
11.51
9.01
6.73
7.03
9.07
7.58
4.71
3.2
4.0
4.07
4.62
5.62
6.12
5.51
5.6
5.23
3.67
2.86
3.91
8.96
16.32
9.81
4.5
4.23
3.97
4.46
4.29
3.95
5.72
6.81
6.97
9.03
10.02
10.91
11.15
8.38
7.72
6.89
6.13
4.64
3.85
5.83
6.85
7.07
8.32
6.69
4.84
3.86
3.18
4.05
3.84
4.06
4.12
4.09
4.06
4.1
3.98
4.16
3.81
2.9
2.75
2.73
3.25
5.61
13.68
19.08
8.62
5.49
3.46
2.97
2.46
2.09
1.65
1.44
1.38
3.19
2.33
2.26
2.16
2.44
2.12
2.35
2.15
2.49
2.74
2.18
1.35
1.29
1.6
2.23
2.6
2.23
1.83
1.72
1.91
1.91
1.81
2.0
2.62
3.34
3.49
2.7
2.85
2.58
2.95
2.7
2.23
2.41
2.54
3.12
2.89
4.0
5.71
9.54
10.89
8.56
8.81
4.35
5.8
5.53
5.21
3.47
4.05
7.14
14.79
17.4
15.43
13.4
18.64
25.29
35.86
6.11
2.44
2.96
2.65
2.73
2.44
1.86
1.24
1.18
1.24
1.21
1.61
2.31
2.23
2.12
2.38
3.24
3.92
4.14
3.81
2.05
2.47
3.67
4.12
3.94
4.03
3.66
4.18
3.0
2.87
2.38
1.89
1.84
1.58
1.56
1.49
1.47
2.02
2.3
2.42
2.25
1.97
2.17
2.08
1.84
2.25
2.89
3.8
5.21
6.65
9.36
12.76
15.88
10.89
8.06
6.63
5.27
4.18
4.55
4.74
5.17
5.14
4.6
4.64
6.89
5.21
11.25
17.11
10.06
10.59
14.24
18.02
12.86
8.47
8.27
6.1
5.08
4.39
3.92
3.78
3.75
3.72
3.18
3.08
2.77
4.29
3.16
2.26
2.43
2.58
2.34
2.58
2.79
3.1
3.28
3.2
3.27
2.69
2.43
2.07
1.96
3.22
4.74
9.69
7.45
6.85
6.2
3.34
2.94
2.74
3.4
4.44
4.7
4.26
3.03
3.08
3.15
2.81
2.53
2.53
2.07
1.88
1.68
1.75
1.82
1.96
1.88
1.82
1.79
1.68
2.11
8.87
2.13
1.87
2.16
1.61
1.95
1.73
2.26
2.25
1.87
2.18
2.06
1.9
1.79
2.27
3.72
2.97
3.39
1.94
1.61
2.16
2.07
2.46
2.12
1.54
2.25
3.23
2.97
2.89
1.71
1.55
2.4
2.01
3.96
3.47
4.24
4.85
3.25
2.03
2.34
4.2
4.1
4.39
3.59
2.63
2.91
2.66
2.58
2.69
2.62
2.5
2.51
1.58
2.96
2.99
3.14
2.82
2.24
1.51
1.41
1.78
2.92
1.47
1.21
0.99
1.85
1.89
1.62
1.03
0.98
1.04
1.22
1.57
1.8
1.86
1.41
1.78
1.52
1.7
2.0
1.64
1.27
1.31
1.55
1.33
1.5
1.74
1.67
1.53
1.42
1.37
2.74
1.79
1.71
2.01
2.33
3.19
1.91
3.0
4.75
7.81
8.3
8.01
6.4
5.19
3.71
3.52
4.1
3.89
3.39
3.33
4.0
2.95
4.36
4.67
5.1
3.93
3.79
3.49
3.16
3.5
3.09
3.03
2.5
2.32
2.03
2.43
2.45
2.07
2.75
2.66
2.69
3.25
2.56
2.41
2.2
2.08
2.07
2.73
2.5
2.32
2.27
1.73
2.16
1.88
2.97
2.09
1.97
1.97
1.7
1.63
1.58
1.5
1.24
1.49
1.34
1.28
1.13
1.49
1.68
1.57
2.1
2.37
2.11
2.75
2.18
1.86
2.02
1.94
2.07
2.09
2.48
2.33
2.55
2.06
1.94
2.11
2.48
2.75
2.81
2.07
1.59
1.43
1.37
1.67
1.99
2.03
2.21
3.13
3.39
3.45
3.2
3.23
3.66
3.7
3.32
2.16
2.11
1.88
1.4
1.41
1.53
1.7
2.19
2.66
2.68
2.23
2.41
1.86
1.41
1.58
2.14
2.52
3.12
3.08
2.2
2.62
2.67
3.02
2.29
2.71
1.95
2.09
2.49
2.19
1.98
2.56
3.38
2.55
1.82
1.56
1.89
1.57
1.87
1.71
1.67
2.11
2.24
2.28
1.73
2.11
2.52
2.42
1.76
1.9
4.85
4.23
9.11
11.64
5.29
8.16
8.37
4.47
1.25
1.37
1.48
1.23
1.02
1.07
1.39
1.29
1.46
0.87
0.55
0.78
0.6
0.49
0.5
0.59
0.65
0.69
0.85
0.82
1.32
2.21
4.46
5.17
3.84
3.96
4.12
3.95
3.46
4.83
7.66
13.84
26.64
33.63
29.81
23.46
20.07
10.34
3.94
4.68
3.43
2.8
4.04
9.81
11.71
12.0
7.1
3.26
1.91
1.88
1.6
1.34
1.79
2.06
2.14
2.0
1.16
0.98
1.12
0.93
0.91
1.65
1.65
2.3
2.45
2.66
1.89
1.53
2.05
4.42
5.77
10.53
16.99
16.99
21.47
23.34
19.75
14.85
9.34
3.77
4.14
3.78
1.93
2.02
3.28
3.43
3.07
3.95
2.13
1.78
4.32
2.98
4.88
