FH,SQ,Q,FX,SIN_HOUR,COS_HOUR
5.0,0.0,0.0,7.0,-2.4492937e-16,-2.4492937e-16
6.0,0.0,0.0,7.0,0.26979676,0.26979676
6.0,0.0,0.0,10.0,0.51958394,0.51958394
9.0,0.0,0.0,12.0,0.730836,0.730836
9.0,0.0,0.0,12.0,0.8878852,0.8878852
10.0,0.0,0.0,12.0,0.9790841,0.9790841
12.0,0.7,22.0,16.0,0.99766874,0.99766874
13.0,0.2,51.0,17.0,0.9422609,0.9422609
15.0,0.0,39.0,20.0,0.8169699,0.8169699
17.0,0.0,61.0,21.0,0.63108796,0.63108796
17.0,0.0,32.0,22.0,0.39840108,0.39840108
19.0,0.1,38.0,24.0,0.13616665,0.13616665
18.0,0.2,73.0,25.0,-0.13616665,-0.13616665
12.0,0.0,23.0,18.0,-0.39840108,-0.39840108
14.0,0.5,138.0,22.0,-0.63108796,-0.63108796
17.0,0.6,125.0,22.0,-0.8169699,-0.8169699
18.0,0.6,102.0,23.0,-0.9422609,-0.9422609
16.0,0.8,93.0,21.0,-0.99766874,-0.99766874
16.0,0.2,17.0,26.0,-0.9790841,-0.9790841
16.0,0.0,1.0,22.0,-0.8878852,-0.8878852
14.0,0.0,0.0,21.0,-0.730836,-0.730836
11.0,0.0,0.0,17.0,-0.51958394,-0.51958394
15.0,0.0,0.0,22.0,-0.26979676,-0.26979676
17.0,0.0,0.0,22.0,-2.4492937e-16,-2.4492937e-16
15.0,0.0,0.0,20.0,0.26979676,0.26979676
13.0,0.0,0.0,25.0,0.51958394,0.51958394
16.0,0.0,0.0,23.0,0.730836,0.730836
17.0,0.0,0.0,22.0,0.8878852,0.8878852
17.0,0.0,1.0,23.0,0.9790841,0.9790841
18.0,0.7,22.0,22.0,0.99766874,0.99766874
17.0,0.0,11.0,23.0,0.9422609,0.9422609
16.0,0.0,28.0,21.0,0.8169699,0.8169699
14.0,0.3,93.0,20.0,0.63108796,0.63108796
12.0,0.6,169.0,16.0,0.39840108,0.39840108
12.0,0.0,59.0,16.0,0.13616665,0.13616665
13.0,0.0,47.0,16.0,-0.13616665,-0.13616665
12.0,0.0,61.0,15.0,-0.39840108,-0.39840108
11.0,0.0,18.0,16.0,-0.63108796,-0.63108796
11.0,0.5,154.0,14.0,-0.8169699,-0.8169699
12.0,1.0,159.0,15.0,-0.9422609,-0.9422609
11.0,1.0,111.0,15.0,-0.99766874,-0.99766874
11.0,1.0,44.0,14.0,-0.9790841,-0.9790841
10.0,0.2,6.0,13.0,-0.8878852,-0.8878852
10.0,0.0,0.0,13.0,-0.730836,-0.730836
9.0,0.0,0.0,12.0,-0.51958394,-0.51958394
9.0,0.0,0.0,12.0,-0.26979676,-0.26979676
7.0,0.0,0.0,9.0,-2.4492937e-16,-2.4492937e-16
9.0,0.0,0.0,13.0,0.26979676,0.26979676
9.0,0.0,0.0,12.0,0.51958394,0.51958394
9.0,0.0,0.0,11.0,0.730836,0.730836
10.0,0.0,0.0,13.0,0.8878852,0.8878852
9.0,0.0,1.0,12.0,0.9790841,0.9790841
8.0,0.8,34.0,11.0,0.99766874,0.99766874
7.0,0.0,19.0,12.0,0.9422609,0.9422609
2.0,0.0,50.0,6.0,0.8169699,0.8169699
1.0,0.2,83.0,6.0,0.63108796,0.63108796
8.0,0.0,37.0,13.0,0.39840108,0.39840108
8.0,0.0,88.0,13.0,0.13616665,0.13616665
6.0,0.0,131.0,9.0,-0.13616665,-0.13616665
4.0,0.7,239.0,7.0,-0.39840108,-0.39840108
7.0,0.7,163.0,10.0,-0.63108796,-0.63108796
7.0,0.9,180.0,11.0,-0.8169699,-0.8169699
8.0,0.8,160.0,12.0,-0.9422609,-0.9422609
6.0,0.8,92.0,9.0,-0.99766874,-0.99766874
6.0,0.5,25.0,8.0,-0.9790841,-0.9790841
5.0,0.2,3.0,9.0,-0.8878852,-0.8878852
5.0,0.0,0.0,9.0,-0.730836,-0.730836
5.0,0.0,0.0,6.0,-0.51958394,-0.51958394
5.0,0.0,0.0,6.0,-0.26979676,-0.26979676
5.0,0.0,0.0,7.0,-2.4492937e-16,-2.4492937e-16
4.0,0.0,0.0,8.0,0.26979676,0.26979676
4.0,0.0,0.0,6.0,0.51958394,0.51958394
5.0,0.0,0.0,8.0,0.730836,0.730836
4.0,0.0,0.0,7.0,0.8878852,0.8878852
3.0,0.2,2.0,5.0,0.9790841,0.9790841
3.0,0.5,31.0,7.0,0.99766874,0.99766874
4.0,1.0,107.0,9.0,0.9422609,0.9422609
6.0,1.0,154.0,8.0,0.8169699,0.8169699
6.0,1.0,181.0,7.0,0.63108796,0.63108796
6.0,0.6,186.0,7.0,0.39840108,0.39840108
5.0,0.6,195.0,9.0,0.13616665,0.13616665
4.0,0.4,201.0,8.0,-0.13616665,-0.13616665
6.0,0.7,232.0,8.0,-0.39840108,-0.39840108
6.0,0.1,135.0,8.0,-0.63108796,-0.63108796
6.0,0.2,118.0,10.0,-0.8169699,-0.8169699
7.0,0.0,81.0,9.0,-0.9422609,-0.9422609
7.0,0.4,60.0,9.0,-0.99766874,-0.99766874
8.0,0.3,20.0,12.0,-0.9790841,-0.9790841
10.0,0.0,3.0,12.0,-0.8878852,-0.8878852
11.0,0.0,0.0,13.0,-0.730836,-0.730836
12.0,0.0,0.0,18.0,-0.51958394,-0.51958394
13.0,0.0,0.0,18.0,-0.26979676,-0.26979676
13.0,0.0,0.0,17.0,-2.4492937e-16,-2.4492937e-16
15.0,0.0,0.0,18.0,0.26979676,0.26979676
15.0,0.0,0.0,18.0,0.51958394,0.51958394
14.0,0.0,0.0,17.0,0.730836,0.730836
14.0,0.0,0.0,17.0,0.8878852,0.8878852
12.0,0.0,1.0,16.0,0.9790841,0.9790841
11.0,0.0,9.0,14.0,0.99766874,0.99766874
9.0,0.0,11.0,14.0,0.9422609,0.9422609
9.0,0.0,29.0,15.0,0.8169699,0.8169699
9.0,0.2,90.0,13.0,0.63108796,0.63108796
12.0,0.1,113.0,17.0,0.39840108,0.39840108
15.0,0.2,127.0,20.0,0.13616665,0.13616665
15.0,0.6,180.0,21.0,-0.13616665,-0.13616665
15.0,0.8,227.0,20.0,-0.39840108,-0.39840108
15.0,1.0,246.0,19.0,-0.63108796,-0.63108796
15.0,0.6,144.0,20.0,-0.8169699,-0.8169699
16.0,0.9,144.0,21.0,-0.9422609,-0.9422609
16.0,0.2,52.0,20.0,-0.99766874,-0.99766874
16.0,0.3,22.0,22.0,-0.9790841,-0.9790841
16.0,0.0,4.0,22.0,-0.8878852,-0.8878852
16.0,0.0,0.0,21.0,-0.730836,-0.730836
15.0,0.0,0.0,21.0,-0.51958394,-0.51958394
14.0,0.0,0.0,19.0,-0.26979676,-0.26979676
14.0,0.0,0.0,18.0,-2.4492937e-16,-2.4492937e-16
13.0,0.0,0.0,16.0,0.26979676,0.26979676
12.0,0.0,0.0,15.0,0.51958394,0.51958394
12.0,0.0,0.0,18.0,0.730836,0.730836
12.0,0.0,0.0,16.0,0.8878852,0.8878852
13.0,0.0,2.0,17.0,0.9790841,0.9790841
13.0,0.3,21.0,18.0,0.99766874,0.99766874
11.0,0.3,42.0,15.0,0.9422609,0.9422609
11.0,0.3,75.0,15.0,0.8169699,0.8169699
10.0,0.8,190.0,16.0,0.63108796,0.63108796
10.0,0.7,176.0,15.0,0.39840108,0.39840108
12.0,0.6,215.0,15.0,0.13616665,0.13616665
11.0,0.2,123.0,15.0,-0.13616665,-0.13616665
12.0,0.6,177.0,15.0,-0.39840108,-0.39840108
13.0,0.4,119.0,17.0,-0.63108796,-0.63108796
13.0,0.1,85.0,17.0,-0.8169699,-0.8169699
13.0,0.3,78.0,16.0,-0.9422609,-0.9422609
13.0,0.3,62.0,17.0,-0.99766874,-0.99766874
13.0,0.0,19.0,17.0,-0.9790841,-0.9790841
13.0,0.0,2.0,17.0,-0.8878852,-0.8878852
12.0,0.0,0.0,17.0,-0.730836,-0.730836
12.0,0.0,0.0,17.0,-0.51958394,-0.51958394
11.0,0.0,0.0,18.0,-0.26979676,-0.26979676
12.0,0.0,0.0,17.0,-2.4492937e-16,-2.4492937e-16
13.0,0.0,0.0,20.0,0.26979676,0.26979676
12.0,0.0,0.0,19.0,0.51958394,0.51958394
14.0,0.0,0.0,22.0,0.730836,0.730836
11.0,0.0,0.0,18.0,0.8878852,0.8878852
9.0,0.0,2.0,12.0,0.9790841,0.9790841
7.0,1.0,36.0,10.0,0.99766874,0.99766874
8.0,1.0,95.0,14.0,0.9422609,0.9422609
9.0,0.9,143.0,13.0,0.8169699,0.8169699
8.0,0.9,222.0,11.0,0.63108796,0.63108796
9.0,1.0,260.0,13.0,0.39840108,0.39840108
8.0,1.0,276.0,13.0,0.13616665,0.13616665
7.0,0.4,129.0,10.0,-0.13616665,-0.13616665
6.0,0.2,135.0,10.0,-0.39840108,-0.39840108
7.0,0.3,135.0,12.0,-0.63108796,-0.63108796
7.0,0.5,135.0,10.0,-0.8169699,-0.8169699
8.0,0.8,132.0,12.0,-0.9422609,-0.9422609
8.0,0.9,99.0,11.0,-0.99766874,-0.99766874
9.0,1.0,62.0,13.0,-0.9790841,-0.9790841
9.0,0.2,8.0,12.0,-0.8878852,-0.8878852
6.0,0.0,0.0,9.0,-0.730836,-0.730836
5.0,0.0,0.0,7.0,-0.51958394,-0.51958394
5.0,0.0,0.0,6.0,-0.26979676,-0.26979676
5.0,0.0,0.0,6.0,-2.4492937e-16,-2.4492937e-16
7.0,0.0,0.0,10.0,0.26979676,0.26979676
5.0,0.0,0.0,7.0,0.51958394,0.51958394
5.0,0.0,0.0,6.0,0.730836,0.730836
4.0,0.0,0.0,6.0,0.8878852,0.8878852
5.0,0.0,2.0,8.0,0.9790841,0.9790841
6.0,0.2,24.0,8.0,0.99766874,0.99766874
6.0,0.7,70.0,9.0,0.9422609,0.9422609
8.0,1.0,136.0,10.0,0.8169699,0.8169699
8.0,0.5,148.0,11.0,0.63108796,0.63108796
8.0,0.1,113.0,11.0,0.39840108,0.39840108
6.0,0.3,107.0,8.0,0.13616665,0.13616665
5.0,0.0,105.0,8.0,-0.13616665,-0.13616665
5.0,0.1,88.0,13.0,-0.39840108,-0.39840108
7.0,0.5,185.0,11.0,-0.63108796,-0.63108796
8.0,0.7,167.0,10.0,-0.8169699,-0.8169699
7.0,1.0,166.0,12.0,-0.9422609,-0.9422609
7.0,1.0,130.0,12.0,-0.99766874,-0.99766874
7.0,1.0,55.0,10.0,-0.9790841,-0.9790841
7.0,0.3,7.0,11.0,-0.8878852,-0.8878852
6.0,0.0,0.0,8.0,-0.730836,-0.730836
6.0,0.0,0.0,8.0,-0.51958394,-0.51958394
5.0,0.0,0.0,7.0,-0.26979676,-0.26979676
5.0,0.0,0.0,7.0,-2.4492937e-16,-2.4492937e-16
6.0,0.0,0.0,8.0,0.26979676,0.26979676
4.0,0.0,0.0,6.0,0.51958394,0.51958394
4.0,0.0,0.0,5.0,0.730836,0.730836
3.0,0.0,0.0,5.0,0.8878852,0.8878852
3.0,0.0,3.0,4.0,0.9790841,0.9790841
3.0,1.0,47.0,4.0,0.99766874,0.99766874
3.0,1.0,114.0,4.0,0.9422609,0.9422609
2.0,0.6,129.0,4.0,0.8169699,0.8169699
2.0,0.9,218.0,3.0,0.63108796,0.63108796
2.0,1.0,271.0,4.0,0.39840108,0.39840108
2.0,1.0,272.0,4.0,0.13616665,0.13616665
4.0,0.9,285.0,6.0,-0.13616665,-0.13616665
6.0,0.3,179.0,8.0,-0.39840108,-0.39840108
7.0,0.0,81.0,11.0,-0.63108796,-0.63108796
9.0,0.0,49.0,13.0,-0.8169699,-0.8169699
11.0,0.0,31.0,14.0,-0.9422609,-0.9422609
10.0,0.2,34.0,13.0,-0.99766874,-0.99766874
12.0,0.5,25.0,15.0,-0.9790841,-0.9790841
11.0,0.0,6.0,14.0,-0.8878852,-0.8878852
10.0,0.0,0.0,13.0,-0.730836,-0.730836
9.0,0.0,0.0,15.0,-0.51958394,-0.51958394
9.0,0.0,0.0,14.0,-0.26979676,-0.26979676
9.0,0.0,0.0,17.0,-2.4492937e-16,-2.4492937e-16
10.0,0.0,0.0,17.0,0.26979676,0.26979676
11.0,0.0,0.0,17.0,0.51958394,0.51958394
12.0,0.0,0.0,19.0,0.730836,0.730836
12.0,0.0,0.0,17.0,0.8878852,0.8878852
12.0,0.0,2.0,18.0,0.9790841,0.9790841
10.0,0.0,18.0,17.0,0.99766874,0.99766874
12.0,0.0,27.0,16.0,0.9422609,0.9422609
12.0,0.2,50.0,17.0,0.8169699,0.8169699
10.0,0.4,99.0,16.0,0.63108796,0.63108796
11.0,0.6,174.0,16.0,0.39840108,0.39840108
11.0,0.7,218.0,15.0,0.13616665,0.13616665
13.0,0.3,156.0,17.0,-0.13616665,-0.13616665
11.0,0.7,207.0,17.0,-0.39840108,-0.39840108
13.0,0.2,125.0,16.0,-0.63108796,-0.63108796
13.0,1.0,205.0,16.0,-0.8169699,-0.8169699
12.0,0.8,149.0,15.0,-0.9422609,-0.9422609
12.0,0.8,71.0,15.0,-0.99766874,-0.99766874
11.0,0.2,37.0,14.0,-0.9790841,-0.9790841
11.0,0.0,4.0,16.0,-0.8878852,-0.8878852
11.0,0.0,0.0,13.0,-0.730836,-0.730836
10.0,0.0,0.0,12.0,-0.51958394,-0.51958394
9.0,0.0,0.0,12.0,-0.26979676,-0.26979676
9.0,0.0,0.0,13.0,-2.4492937e-16,-2.4492937e-16
7.0,0.0,0.0,9.0,0.26979676,0.26979676
7.0,0.0,0.0,11.0,0.51958394,0.51958394
5.0,0.0,0.0,8.0,0.730836,0.730836
7.0,0.0,0.0,10.0,0.8878852,0.8878852
2.0,0.0,3.0,10.0,0.9790841,0.9790841
3.0,0.0,20.0,8.0,0.99766874,0.99766874
7.0,0.1,50.0,12.0,0.9422609,0.9422609
10.0,0.2,69.0,13.0,0.8169699,0.8169699
6.0,0.0,86.0,12.0,0.63108796,0.63108796
8.0,0.0,106.0,11.0,0.39840108,0.39840108
8.0,0.1,107.0,11.0,0.13616665,0.13616665
14.0,0.0,10.0,17.0,-0.9422609,-0.9422609
11.0,0.0,6.0,19.0,-0.99766874,-0.99766874
3.0,0.0,7.0,6.0,-0.9790841,-0.9790841
3.0,0.0,3.0,5.0,-0.8878852,-0.8878852
4.0,0.0,0.0,6.0,-0.730836,-0.730836
5.0,0.0,0.0,9.0,-0.51958394,-0.51958394
5.0,0.0,0.0,7.0,-0.26979676,-0.26979676
5.0,0.0,0.0,8.0,-2.4492937e-16,-2.4492937e-16
7.0,0.0,0.0,10.0,0.26979676,0.26979676
8.0,0.0,0.0,11.0,0.51958394,0.51958394
8.0,0.0,0.0,10.0,0.730836,0.730836
8.0,0.0,0.0,10.0,0.8878852,0.8878852
9.0,0.0,3.0,11.0,0.9790841,0.9790841
8.0,0.0,19.0,11.0,0.99766874,0.99766874
7.0,0.8,79.0,9.0,0.9422609,0.9422609
6.0,1.0,171.0,8.0,0.8169699,0.8169699
5.0,1.0,224.0,7.0,0.63108796,0.63108796
4.0,1.0,266.0,6.0,0.39840108,0.39840108
4.0,1.0,294.0,6.0,0.13616665,0.13616665
4.0,1.0,295.0,5.0,-0.13616665,-0.13616665
3.0,1.0,286.0,5.0,-0.39840108,-0.39840108
4.0,1.0,263.0,6.0,-0.63108796,-0.63108796
3.0,1.0,219.0,5.0,-0.8169699,-0.8169699
3.0,1.0,167.0,5.0,-0.9422609,-0.9422609
3.0,1.0,99.0,4.0,-0.99766874,-0.99766874
2.0,1.0,57.0,4.0,-0.9790841,-0.9790841
2.0,0.3,12.0,3.0,-0.8878852,-0.8878852
2.0,0.0,0.0,3.0,-0.730836,-0.730836
1.0,0.0,0.0,2.0,-0.51958394,-0.51958394
1.0,0.0,0.0,3.0,-0.26979676,-0.26979676
2.0,0.0,0.0,4.0,-2.4492937e-16,-2.4492937e-16
4.0,0.0,0.0,6.0,0.26979676,0.26979676
5.0,0.0,0.0,7.0,0.51958394,0.51958394
6.0,0.0,0.0,8.0,0.730836,0.730836
7.0,0.0,0.0,9.0,0.8878852,0.8878852
7.0,0.0,2.0,9.0,0.9790841,0.9790841
7.0,0.0,18.0,9.0,0.99766874,0.99766874
6.0,0.0,20.0,10.0,0.9422609,0.9422609
3.0,0.0,20.0,5.0,0.8169699,0.8169699
3.0,0.0,57.0,5.0,0.63108796,0.63108796
4.0,0.2,146.0,7.0,0.39840108,0.39840108
5.0,0.0,82.0,7.0,0.13616665,0.13616665
4.0,0.1,93.0,6.0,-0.13616665,-0.13616665
2.0,0.1,63.0,6.0,-0.39840108,-0.39840108
2.0,0.4,146.0,5.0,-0.63108796,-0.63108796
2.0,0.2,107.0,7.0,-0.8169699,-0.8169699
3.0,0.2,77.0,6.0,-0.9422609,-0.9422609
2.0,0.0,44.0,4.0,-0.99766874,-0.99766874
2.0,0.0,17.0,4.0,-0.9790841,-0.9790841
4.0,0.0,2.0,7.0,-0.8878852,-0.8878852
4.0,0.0,0.0,5.0,-0.730836,-0.730836
5.0,0.0,0.0,8.0,-0.51958394,-0.51958394
6.0,0.0,0.0,8.0,-0.26979676,-0.26979676
5.0,0.0,0.0,9.0,-2.4492937e-16,-2.4492937e-16
5.0,0.0,0.0,9.0,0.26979676,0.26979676
6.0,0.0,0.0,10.0,0.51958394,0.51958394
6.0,0.0,0.0,12.0,0.730836,0.730836
6.0,0.0,0.0,11.0,0.8878852,0.8878852
8.0,0.0,1.0,15.0,0.9790841,0.9790841
7.0,0.0,18.0,11.0,0.99766874,0.99766874
7.0,0.0,34.0,12.0,0.9422609,0.9422609
9.0,0.3,72.0,14.0,0.8169699,0.8169699
11.0,0.5,109.0,15.0,0.63108796,0.63108796
13.0,0.6,152.0,19.0,0.39840108,0.39840108
14.0,0.4,158.0,20.0,0.13616665,0.13616665
13.0,0.3,139.0,18.0,-0.13616665,-0.13616665
13.0,0.0,49.0,18.0,-0.39840108,-0.39840108
16.0,0.0,58.0,23.0,-0.63108796,-0.63108796
18.0,0.0,54.0,24.0,-0.8169699,-0.8169699
17.0,0.0,45.0,24.0,-0.9422609,-0.9422609
14.0,0.0,27.0,18.0,-0.99766874,-0.99766874
13.0,0.0,9.0,18.0,-0.9790841,-0.9790841
12.0,0.0,5.0,15.0,-0.8878852,-0.8878852
10.0,0.0,0.0,15.0,-0.730836,-0.730836
10.0,0.0,0.0,14.0,-0.51958394,-0.51958394
10.0,0.0,0.0,13.0,-0.26979676,-0.26979676
10.0,0.0,0.0,13.0,-2.4492937e-16,-2.4492937e-16
7.0,0.0,0.0,10.0,0.26979676,0.26979676
5.0,0.0,0.0,7.0,0.51958394,0.51958394
6.0,0.0,0.0,8.0,0.730836,0.730836
6.0,0.0,0.0,7.0,0.8878852,0.8878852
5.0,0.3,6.0,7.0,0.9790841,0.9790841
5.0,1.0,48.0,7.0,0.99766874,0.99766874
5.0,1.0,106.0,7.0,0.9422609,0.9422609
5.0,1.0,163.0,7.0,0.8169699,0.8169699
4.0,1.0,217.0,7.0,0.63108796,0.63108796
6.0,1.0,255.0,9.0,0.39840108,0.39840108
6.0,1.0,254.0,9.0,0.13616665,0.13616665
4.0,0.7,202.0,7.0,-0.13616665,-0.13616665
3.0,1.0,250.0,4.0,-0.39840108,-0.39840108
2.0,0.8,210.0,4.0,-0.63108796,-0.63108796
1.0,1.0,232.0,2.0,-0.8169699,-0.8169699
1.0,1.0,178.0,2.0,-0.9422609,-0.9422609
1.0,0.8,111.0,2.0,-0.99766874,-0.99766874
0.0,1.0,60.0,1.0,-0.9790841,-0.9790841
1.0,0.5,29.0,2.0,-0.8878852,-0.8878852
1.0,0.0,0.0,2.0,-0.730836,-0.730836
2.0,0.0,0.0,3.0,-0.51958394,-0.51958394
1.0,0.0,0.0,2.0,-0.26979676,-0.26979676
2.0,0.0,0.0,3.0,-2.4492937e-16,-2.4492937e-16
3.0,0.0,0.0,4.0,0.26979676,0.26979676
